,row_id,x,y,accuracy,time,place_id
2969165,2969165,2.2381,2.3123,1,638580,7781700451
2970234,2970234,2.3892,2.2232,46,676496,4324144553
2970544,2970544,2.1019,2.2402,63,510219,1221671842
2972022,2972022,2.4518,2.2227,69,370423,4372969211
2972232,2972232,2.2467,2.4145,49,450866,1538901962
2972882,2972882,2.2758,2.1902,57,337876,8169595806
2973113,2973113,2.3058,2.3662,65,498770,5819752598
2973514,2973514,2.0509,2.3606,12,466405,6612358638
2974337,2974337,2.4238,2.0939,46,633083,7511942547
2975214,2975214,2.0571,2.412,39,678585,5682148659
2975410,2975410,2.059,2.4166,69,230250,6914819828
2975471,2975471,2.067,2.4144,232,705401,6914819828
2976723,2976723,2.0948,2.4627,604,415397,4444669498
2977228,2977228,2.0543,2.4194,58,391858,6914819828
2977854,2977854,2.0114,2.1239,38,682230,8805392384
2977911,2977911,2.0869,2.4222,74,738677,5737973743
2977954,2977954,2.306,2.1938,67,648022,9983648790
2978092,2978092,2.2691,2.0783,63,243217,7727090889
2978226,2978226,2.0116,2.2254,461,271482,3826621337
2980291,2980291,2.3759,2.221,83,586339,4324144553
2981350,2981350,2.4457,2.2008,67,311882,2186679389
2981354,2981354,2.353,2.2583,152,687311,4707444542
2981355,2981355,2.3066,2.184,70,486707,9983648790
2981697,2981697,2.4505,2.2448,67,49201,4372969211
2982152,2982152,2.0833,2.0012,60,557911,7856253825
2982816,2982816,2.4178,2.1669,66,592586,5072077312
2983583,2983583,2.3766,2.2391,168,735473,6999024158
2983649,2983649,2.3139,2.1726,53,573411,7877745055
2983881,2983881,2.498,2.0111,1,392197,3638262690
2983983,2983983,2.4649,2.4184,16,230743,5962777456
2984365,2984365,2.1597,2.4319,89,206808,7882186616
2984486,2984486,2.2638,2.3319,38,779915,8950183593
2985065,2985065,2.0572,2.3789,14,131869,6612358638
2985151,2985151,2.2851,2.2172,58,378215,8169595806
2985359,2985359,2.2418,2.4434,27,569778,5682148659
2985877,2985877,2.2692,2.1427,61,747256,8436707110
2986037,2986037,2.4881,2.2344,63,696541,2634419689
2986188,2986188,2.0253,2.2814,64,310637,7200786396
2986778,2986778,2.4318,2.3486,20,646891,5514898219
2987015,2987015,2.3315,2.2627,8,330201,4707444542
2987511,2987511,2.4933,2.2891,2,148835,1839459441
2987931,2987931,2.4659,2.3184,61,25583,4980449560
2988010,2988010,2.3944,2.3776,453,335143,6178218782
2988056,2988056,2.0165,2.2937,16,454702,8608978734
2988472,2988472,2.4943,2.394,165,567963,9216778377
2988682,2988682,2.1265,2.083,840,784485,6113158337
2988711,2988711,2.1734,2.2071,65,153170,9021444238
2989088,2989088,2.1298,2.3856,64,649125,8768948979
2989210,2989210,2.3694,2.2681,63,337586,2819110495
2989642,2989642,2.3289,2.122,16,23237,4740794071
2989682,2989682,2.3482,2.0868,69,383326,6609528716
2990801,2990801,2.4687,2.2377,62,489268,2634419689
2990867,2990867,2.4905,2.2459,48,387392,7168649657
2991556,2991556,2.4605,2.4192,18,70535,1415635170
2992273,2992273,2.1875,2.4613,32,679495,3252321210
2992334,2992334,2.3594,2.0884,69,59449,6609528716
2992778,2992778,2.3797,2.2664,15,310203,5336109353
2992826,2992826,2.2361,2.4991,74,783156,8950308472
2992948,2992948,2.4597,2.2833,14,334030,3359704573
2993497,2993497,2.2518,2.4893,7,134903,3661555534
2994494,2994494,2.2143,2.374,3,96639,3613543756
2995113,2995113,2.3272,2.2581,175,484118,5202212594
2995173,2995173,2.369,2.3979,32,236924,1366565827
2995409,2995409,2.3705,2.2798,7,32261,5201352257
2995582,2995582,2.3008,2.1126,20,311820,5336264513
2995684,2995684,2.1643,2.367,68,750883,5330180506
2995757,2995757,2.3856,2.2052,79,696835,2636621520
2995988,2995988,2.1198,2.0782,158,263792,1247398579
2996366,2996366,2.063,2.43,80,516751,5737973743
2996596,2996596,2.1646,2.1154,562,204508,2860908164
2997878,2997878,2.2928,2.2155,73,42495,8635054095
2998124,2998124,2.4064,2.057,63,655222,5373881646
2998550,2998550,2.4655,2.4382,65,779641,5806536504
2998671,2998671,2.1811,2.4232,55,475377,5682148659
2998999,2998999,2.2528,2.1098,63,416039,9929803766
2999108,2999108,2.4807,2.4408,61,685769,8300777591
2999689,2999689,2.1119,2.3821,65,38264,8980163153
3001063,3001063,2.3678,2.088,7,142912,3067985488
3001073,3001073,2.0081,2.2624,10,763826,8910836365
3001402,3001402,2.3714,2.3183,971,707541,2143041329
3003421,3003421,2.4481,2.1167,34,770362,1288374589
3003580,3003580,2.46,2.2291,72,228524,2186679389
3004554,3004554,2.2303,2.3388,74,584231,3497670086
3005127,3005127,2.408,2.006,164,720398,8660608034
3005159,3005159,2.2814,2.2489,60,631982,2182603983
3006043,3006043,2.3871,2.3705,8,75190,5967678921
3006110,3006110,2.1056,2.152,572,381469,9499358753
3006167,3006167,2.0517,2.3639,173,781575,6612358638
3008168,3008168,2.2741,2.0024,686,711203,7243158436
3008347,3008347,2.0139,2.0364,62,478571,5014521982
3008526,3008526,2.0294,2.0794,31,753707,3455925971
3008879,3008879,2.2511,2.2519,128,43728,1207701286
3008977,3008977,2.3771,2.0027,774,524868,2440762225
3009098,3009098,2.2335,2.0203,59,537034,3539133103
3011032,3011032,2.0636,2.443,57,685281,6914819828
3011433,3011433,2.0533,2.4382,20,613289,5737973743
3011890,3011890,2.055,2.4709,90,582300,5952887375
3012445,3012445,2.0475,2.268,52,712963,8861741535
3013996,3013996,2.126,2.4438,80,350848,2745931062
3014378,3014378,2.0564,2.3003,17,352314,7456731357
3014491,3014491,2.3672,2.3589,65,765406,5967678921
3014535,3014535,2.4282,2.13,68,283827,3958678140
3015451,3015451,2.2955,2.2251,4,299199,1700962451
3015627,3015627,2.3105,2.1098,15,572870,8283681418
3015748,3015748,2.3124,2.2498,30,504442,8329829655
3015821,3015821,2.4153,2.0923,13,580436,8744296252
3016333,3016333,2.0101,2.4598,45,53582,6284927813
3017243,3017243,2.3888,2.2926,59,129544,6201971924
3017381,3017381,2.259,2.3409,163,138508,3399431058
3017884,3017884,2.0261,2.0475,32,393810,5014521982
3018223,3018223,2.4878,2.008,7,352543,5525134064
3018245,3018245,2.4655,2.3604,30,665455,6329243787
3018918,3018918,2.4795,2.2634,68,651515,7168649657
3018997,3018997,2.3066,2.0931,55,572698,8183724457
3019044,3019044,2.1658,2.343,63,386699,8914246980
3019145,3019145,2.4228,2.1349,159,586249,3958678140
3019623,3019623,2.4793,2.2507,176,671460,4707444542
3019906,3019906,2.1912,2.315,59,475061,9775192577
3020888,3020888,2.2644,2.083,15,560291,7727090889
3022198,3022198,2.496,2.3349,63,622780,8421868147
3022351,3022351,2.4811,2.3462,72,551337,4980449560
3022653,3022653,2.2376,2.0126,69,565944,3539133103
3023076,3023076,2.3084,2.1902,61,554992,8635054095
3024028,3024028,2.0872,2.4914,207,448669,9904182060
3024194,3024194,2.3089,2.2708,53,685902,4707444542
3025162,3025162,2.3244,2.3956,61,624091,5391901741
3026283,3026283,2.4853,2.2159,64,746951,9457857629
3028105,3028105,2.0696,2.4584,50,399248,4827214712
3028341,3028341,2.0787,2.1865,51,492995,2850087121
3028651,3028651,2.4968,2.2089,65,393098,6415973399
3028903,3028903,2.4901,2.3286,68,29595,8421868147
3028977,3028977,2.3299,2.2737,38,691316,3733805904
3029041,3029041,2.3189,2.4983,69,637211,7162712286
3029378,3029378,2.4769,2.1797,64,440650,6783074589
3029522,3029522,2.4884,2.1068,43,774833,1476539553
3029945,3029945,2.499,2.0845,313,217963,9427381460
3030000,3030000,2.2214,2.2029,2,318785,9866421927
3031118,3031118,2.1094,2.2311,71,347771,3826621337
3031763,3031763,2.3695,2.3277,31,581816,8612356943
3031841,3031841,2.3028,2.1977,84,517812,8169595806
3032102,3032102,2.4282,2.0163,142,189806,4137839611
3032265,3032265,2.2632,2.4632,172,607918,1835920403
3032378,3032378,2.2404,2.2503,60,354706,1207701286
3032932,3032932,2.2176,2.3018,65,593306,9775192577
3033228,3033228,2.3423,2.1845,45,384376,9983648790
3033392,3033392,2.0699,2.4932,221,619539,9904182060
3034373,3034373,2.4032,2.3142,411,39309,7327800834
3034772,3034772,2.02,2.0419,18,544434,5831595982
3034960,3034960,2.3802,2.2038,46,694551,4324144553
3035349,3035349,2.4962,2.2867,233,321593,8166472129
3035879,3035879,2.3371,2.1269,209,84907,3958678140
3036405,3036405,2.0783,2.2209,73,125658,1221671842
3036445,3036445,2.4621,2.3548,29,521992,6329243787
3036466,3036466,2.239,2.1348,162,458345,8242257301
3036905,3036905,2.4551,2.224,75,525032,2634419689
3037690,3037690,2.019,2.4344,35,229165,4721197121
3038520,3038520,2.2779,2.1501,72,738665,4262076268
3038637,3038637,2.1762,2.4804,8,352129,2745931062
3039881,3039881,2.1169,2.0651,25,629548,8901439897
3040221,3040221,2.4532,2.16,54,711504,1195983094
3040256,3040256,2.4229,2.2446,35,98932,6999024158
3041302,3041302,2.0392,2.1574,75,468563,7871572134
3041388,3041388,2.1936,2.393,69,373320,8980163153
3041513,3041513,2.0613,2.2524,17,674624,6989100050
3041727,3041727,2.4283,2.0182,62,91129,1026507711
3042252,3042252,2.4915,2.3277,77,175902,8421868147
3042383,3042383,2.4645,2.3504,71,78214,6329243787
3042694,3042694,2.2549,2.3876,32,183911,3610237287
3043177,3043177,2.4901,2.375,107,364713,9216778377
3043493,3043493,2.2051,2.2246,24,145785,9842008857
3044802,3044802,2.0412,2.3824,28,58123,2870156931
3045020,3045020,2.2558,2.3373,9,200327,3399431058
3045141,3045141,2.4446,2.0775,68,687166,8744296252
3046218,3046218,2.3893,2.3565,62,59858,5967678921
3047020,3047020,2.0678,2.4599,68,472404,9028446138
3047709,3047709,2.4462,2.4237,7,65931,1415635170
3049288,3049288,2.2728,2.0077,71,330393,2114672663
3049865,3049865,2.3337,2.0194,162,222179,1923792485
3050212,3050212,2.3323,2.2611,64,561111,6999024158
3050231,3050231,2.0331,2.145,78,516164,6202536485
3051365,3051365,2.0494,2.4505,74,425529,4548686282
3051666,3051666,2.1541,2.2166,265,249915,9021444238
3051690,3051690,2.0887,2.1268,38,677955,8805392384
3053266,3053266,2.0724,2.3494,160,768291,6612358638
3053616,3053616,2.3222,2.1848,68,100859,7877745055
3053816,3053816,2.4361,2.1062,33,458854,7511942547
3054041,3054041,2.2451,2.206,62,225267,9866421927
3054470,3054470,2.0503,2.4875,60,187686,9904182060
3055666,3055666,2.2517,2.183,163,716718,5487991137
3055729,3055729,2.3031,2.2073,61,162606,9983648790
3056124,3056124,2.279,2.2419,50,576317,1207701286
3056526,3056526,2.2486,2.365,31,693125,1763501324
3056758,3056758,2.333,2.256,10,188944,6552082228
3058540,3058540,2.3738,2.3055,13,731684,6339928285
3059245,3059245,2.2395,2.2555,66,554822,1207701286
3060666,3060666,2.4614,2.2798,20,186383,4152915683
3062740,3062740,2.4838,2.3263,64,594025,8421868147
3063215,3063215,2.2749,2.3916,181,648969,8416001620
3063979,3063979,2.2056,2.0651,167,385374,5599234491
3064856,3064856,2.0813,2.1444,25,694219,7871572134
3064962,3064962,2.3052,2.1821,165,6911,9983648790
3065384,3065384,2.3894,2.3649,64,107102,5967678921
3065449,3065449,2.338,2.3041,29,566449,4556103271
3066449,3066449,2.3405,2.2614,159,733563,5201352257
3066644,3066644,2.357,2.0195,57,482713,1923792485
3067213,3067213,2.0123,2.3974,64,579133,5682148659
3067849,3067849,2.3313,2.2218,16,677594,2679468328
3069248,3069248,2.0034,2.1884,3,610004,6471527236
3069804,3069804,2.3821,2.1587,226,524035,3224592151
3069864,3069864,2.3994,2.1539,48,377586,3958678140
3069867,3069867,2.065,2.1099,18,696651,2571144009
3070204,3070204,2.3579,2.276,10,192130,4152915683
3070205,3070205,2.237,2.3272,5,79503,9775192577
3070210,3070210,2.2162,2.1722,9,423892,9411632641
3070391,3070391,2.1842,2.0804,10,248563,5599234491
3070776,3070776,2.0489,2.4215,70,524097,5737973743
3071139,3071139,2.1978,2.1959,5,347552,9786352208
3071664,3071664,2.0985,2.3463,42,542039,2759342078
3071712,3071712,2.3296,2.3906,68,75033,5391901741
3072052,3072052,2.3761,2.2713,65,657211,4707444542
3072493,3072493,2.1513,2.3897,1,93085,8375359147
3073247,3073247,2.1598,2.193,55,230606,4724115005
3074214,3074214,2.4609,2.3102,65,767822,7327800834
3074273,3074273,2.4521,2.1054,66,761014,1476539553
3074384,3074384,2.4824,2.15,222,688514,8368757869
3074735,3074735,2.4318,2.1371,62,597825,3958678140
3075337,3075337,2.3012,2.1598,72,222159,3879083633
3075679,3075679,2.1656,2.4643,8,222115,3681654474
3075704,3075704,2.4723,2.0901,48,539473,7511942547
3075750,3075750,2.2429,2.4797,74,478053,3661555534
3077941,3077941,2.396,2.4971,63,245065,4262768915
3078470,3078470,2.4571,2.3207,86,23265,7327800834
3078618,3078618,2.4173,2.0085,66,505850,1026507711
3079007,3079007,2.2094,2.2633,2,160004,3733805904
3079859,3079859,2.0513,2.4783,13,718973,2702245993
3079902,3079902,2.4261,2.3963,175,313763,7547963563
3079982,3079982,2.1846,2.3756,630,707585,3610237287
3080421,3080421,2.1545,2.4325,84,32996,4727163874
3080428,3080428,2.0393,2.4292,62,203132,6914819828
3080905,3080905,2.4835,2.2281,155,195752,7168649657
3080919,3080919,2.481,2.3036,66,725588,3359704573
3081307,3081307,2.1437,2.1344,166,204143,7431930642
3081771,3081771,2.0311,2.2965,68,474103,5996801204
3083139,3083139,2.0553,2.389,59,477505,3410488147
3083885,3083885,2.1983,2.0809,173,91763,5599234491
3084220,3084220,2.4836,2.343,49,25491,4980449560
3084267,3084267,2.1876,2.3195,78,763917,2326073244
3084310,3084310,2.1824,2.0008,153,751397,7143574187
3084357,3084357,2.0677,2.1037,5,84685,2571144009
3085299,3085299,2.3078,2.1995,61,761937,9983648790
3085402,3085402,2.1939,2.0949,149,353818,5599234491
3085792,3085792,2.442,2.4969,177,168439,1953243575
3085843,3085843,2.4303,2.2468,62,119831,7168649657
3086205,3086205,2.4907,2.3987,74,603980,9216778377
3086908,3086908,2.424,2.137,57,92458,3958678140
3086932,3086932,2.0055,2.2481,843,309249,4916560511
3087062,3087062,2.1331,2.0632,79,751095,8901439897
3087243,3087243,2.1891,2.007,100,145261,7143574187
3087654,3087654,2.0267,2.4175,65,355517,5737973743
3087694,3087694,2.1912,2.0523,104,767131,8901439897
3088210,3088210,2.0672,2.2768,15,348717,9611063740
3088673,3088673,2.231,2.2442,28,121291,6642266790
3088733,3088733,2.4672,2.3394,68,487543,4243941120
3089397,3089397,2.3087,2.1826,247,467892,5671405282
3089441,3089441,2.1085,2.2347,94,28078,3826621337
3089464,3089464,2.3424,2.002,9,752603,9349969073
3089624,3089624,2.2527,2.2951,68,233733,9328313378
3089692,3089692,2.2847,2.1554,14,290373,7261385175
3090088,3090088,2.0868,2.3744,178,5614,6612358638
3090153,3090153,2.1786,2.4055,63,304890,7882186616
3090229,3090229,2.0123,2.2626,71,425763,8910836365
3090707,3090707,2.397,2.0595,46,737269,3455925971
3092796,3092796,2.3346,2.4049,8,360164,5391901741
3092869,3092869,2.0734,2.2366,39,85342,1221671842
3093333,3093333,2.4852,2.2925,633,755719,1839459441
3093486,3093486,2.4538,2.3547,72,166780,4980449560
3094493,3094493,2.3171,2.4972,21,143837,7309958589
3094701,3094701,2.086,2.1858,75,744651,2850087121
3096057,3096057,2.3792,2.2812,69,393513,5100539171
3096503,3096503,2.3561,2.4171,42,607864,1596232660
3096918,3096918,2.0303,2.4759,67,546408,9904182060
3097234,3097234,2.3859,2.38,65,233032,8016485258
3097403,3097403,2.3472,2.4016,51,72313,7547963563
3097708,3097708,2.4031,2.4645,66,120194,1837168749
3097748,3097748,2.4604,2.3092,79,347418,7327800834
3098214,3098214,2.1454,2.3059,29,504876,6983940863
3098302,3098302,2.2507,2.0845,50,619367,7727090889
3098515,3098515,2.058,2.261,39,501083,1882937204
3098620,3098620,2.1083,2.0862,5,125920,6511693595
3098641,3098641,2.4478,2.0069,72,572460,2636897860
3100370,3100370,2.4936,2.2364,67,377409,7168649657
3100426,3100426,2.4757,2.2962,161,72069,3359704573
3101260,3101260,2.0509,2.0641,31,528842,2990018952
3101613,3101613,2.1672,2.1852,58,347291,4724115005
3101627,3101627,2.3309,2.0029,79,675916,7702049746
3102790,3102790,2.4693,2.4382,65,707252,5806536504
3104152,3104152,2.2186,2.19,65,492779,9786352208
3104436,3104436,2.063,2.3689,76,489477,6612358638
3104990,3104990,2.4814,2.2153,54,257879,2798916564
3105176,3105176,2.3523,2.0992,65,124910,4740794071
3105930,3105930,2.2689,2.0045,204,333468,7628144189
3106013,3106013,2.0637,2.0601,2,164600,1247398579
3106784,3106784,2.3999,2.0028,41,550615,8660608034
3107319,3107319,2.1056,2.2872,42,751018,9363910628
3107790,3107790,2.3559,2.4725,21,367772,2879029322
3107843,3107843,2.2241,2.2294,17,611399,9842008857
3108304,3108304,2.4804,2.1477,65,278746,5594593912
3109799,3109799,2.4395,2.2972,60,517321,7327800834
3109977,3109977,2.0512,2.4382,35,159396,5737973743
3110009,3110009,2.0048,2.2538,23,327068,6276467807
3110064,3110064,2.1579,2.3834,157,215531,8375359147
3110795,3110795,2.0294,2.297,60,353084,5996801204
3110973,3110973,2.1285,2.4724,170,749613,9904182060
3111023,3111023,2.4713,2.1322,8,309186,7261385175
3111122,3111122,2.062,2.4326,63,102408,6914819828
3112479,3112479,2.2287,2.0731,776,785354,4060061233
3112655,3112655,2.4913,2.1232,158,330563,7261385175
3112758,3112758,2.0132,2.1623,60,83071,6202536485
3112969,3112969,2.4607,2.4316,23,342913,5806536504
3113559,3113559,2.4489,2.3073,18,62241,7327800834
3113572,3113572,2.0198,2.4855,53,581139,9904182060
3113583,3113583,2.0668,2.3715,35,215907,6612358638
3113654,3113654,2.4643,2.4443,29,555039,5806536504
3113743,3113743,2.1453,2.4736,68,734952,5895334789
3114002,3114002,2.4418,2.0755,15,478369,3455925971
3114157,3114157,2.0854,2.2306,30,150862,3826621337
3114393,3114393,2.1808,2.1281,5,565720,7431930642
3114412,3114412,2.4573,2.1156,53,473629,5468579276
3115146,3115146,2.251,2.2498,226,516913,2069346839
3115252,3115252,2.4139,2.2162,69,137570,1891783132
3115457,3115457,2.0131,2.096,13,131273,1040557418
3115500,3115500,2.1266,2.2065,81,604254,4027129926
3115920,3115920,2.3575,2.3767,9,161968,5967678921
3116253,3116253,2.0442,2.4195,46,548621,5737973743
3116260,3116260,2.3868,2.4712,55,466410,8913970044
3116554,3116554,2.3728,2.3556,72,606774,5967678921
3116683,3116683,2.096,2.3981,65,614147,8980163153
3116764,3116764,2.4594,2.2275,43,781472,2186679389
3117119,3117119,2.3583,2.323,75,472633,5077870178
3117349,3117349,2.0447,2.2142,57,578927,9842008857
3117360,3117360,2.0421,2.1533,141,68789,7185006122
3117467,3117467,2.3467,2.366,65,398165,5391901741
3118125,3118125,2.3159,2.2359,26,124273,4916560511
3118353,3118353,2.4965,2.3543,6,369166,3122317405
3118397,3118397,2.4258,2.3111,65,106216,4891942888
3118540,3118540,2.0168,2.2514,70,606876,8910836365
3118674,3118674,2.0831,2.1532,62,765478,9578449022
3118852,3118852,2.118,2.3448,62,781629,5077870178
3118923,3118923,2.2603,2.071,30,711823,7126054966
3119137,3119137,2.4248,2.3971,11,361029,1366565827
3119744,3119744,2.2403,2.2654,61,92635,1207701286
3119883,3119883,2.1103,2.3882,68,98602,8980163153
3119981,3119981,2.3646,2.2598,25,636956,4707444542
3120189,3120189,2.0864,2.2554,60,466999,8861741535
3122982,3122982,2.0057,2.4307,12,75563,7058877770
3122984,3122984,2.3208,2.2017,22,50239,7877745055
3123287,3123287,2.1232,2.4637,7,58359,4827214712
3123656,3123656,2.3529,2.2495,165,130290,6999024158
3125523,3125523,2.3931,2.2924,4,176058,6201971924
3127020,3127020,2.1918,2.0649,20,355000,5898716799
3127109,3127109,2.4986,2.2959,66,63004,5756505669
3127176,3127176,2.3217,2.1927,21,378320,6471527236
3127695,3127695,2.0146,2.4203,96,627374,5682148659
3128552,3128552,2.1289,2.3325,163,531209,5882510939
3128634,3128634,2.3844,2.1658,10,339241,1330607544
3129077,3129077,2.1317,2.0352,65,757560,8901439897
3129083,3129083,2.3183,2.2187,370,747407,9842008857
3129579,3129579,2.4907,2.0982,29,693986,5136265006
3130105,3130105,2.05,2.275,69,661459,1943232802
3130656,3130656,2.4237,2.1053,163,451314,1476539553
3130968,3130968,2.0967,2.3791,75,100043,8980163153
3132744,3132744,2.2449,2.0975,3,54760,9929803766
3134484,3134484,2.4743,2.4378,66,222443,4342357846
3135571,3135571,2.378,2.4225,56,781666,9854557730
3135917,3135917,2.2712,2.0735,47,442192,7727090889
3135946,3135946,2.083,2.3878,67,98544,8980163153
3136297,3136297,2.3169,2.2638,2,106104,5617041307
3136618,3136618,2.4367,2.2835,620,735870,4525267074
3138061,3138061,2.2649,2.1035,27,501720,1476539553
3138134,3138134,2.2786,2.0915,10,331429,7727090889
3138741,3138741,2.1773,2.2965,69,763666,6557183895
3138919,3138919,2.3949,2.4659,873,36760,8913970044
3139181,3139181,2.4352,2.4634,1,246450,7346312886
3139291,3139291,2.4804,2.2355,76,355512,6415973399
3139300,3139300,2.0749,2.1526,203,265740,5594593912
3139794,3139794,2.201,2.3721,18,508202,4879810101
3140280,3140280,2.3593,2.2692,34,237879,2819110495
3140631,3140631,2.1899,2.3041,476,122421,4320247905
3141164,3141164,2.2074,2.3286,19,670729,9775192577
3141820,3141820,2.3412,2.2725,65,635560,4707444542
3143138,3143138,2.0908,2.1112,45,665652,6644748171
3143308,3143308,2.0614,2.2846,24,275054,7200786396
3143524,3143524,2.0318,2.4755,10,400500,8632641802
3144272,3144272,2.0906,2.3295,32,412446,9461621422
3144512,3144512,2.0332,2.4714,75,651528,9904182060
3144662,3144662,2.3259,2.1131,42,463087,1654137180
3145865,3145865,2.3019,2.1996,57,213176,8635054095
3146075,3146075,2.045,2.1688,171,71781,7185006122
3146355,3146355,2.0377,2.0649,65,448362,2990018952
3147683,3147683,2.0025,2.4803,62,650357,9904182060
3147962,3147962,2.3489,2.0093,3,247345,9349969073
3148095,3148095,2.4311,2.2796,65,543578,9804124209
3148330,3148330,2.3479,2.2215,6,39264,2636621520
3148526,3148526,2.3525,2.2981,142,129136,4891942888
3149415,3149415,2.4166,2.1385,59,577737,3958678140
3149858,3149858,2.2129,2.1679,8,370646,9411632641
3153086,3153086,2.4898,2.2346,162,77825,7168649657
3153987,3153987,2.3723,2.0064,51,719138,7702049746
3154030,3154030,2.267,2.2078,19,98223,6942474354
3154080,3154080,2.4384,2.3778,69,123348,6178218782
3154264,3154264,2.2489,2.1056,57,355484,9929803766
3154858,3154858,2.3768,2.396,2,499659,2286217801
3155084,3155084,2.3098,2.1915,10,211782,9983648790
3155614,3155614,2.3541,2.202,32,517984,8169595806
3155802,3155802,2.4945,2.3089,16,70531,9137541955
3157667,3157667,2.3551,2.1998,167,484893,2636621520
3157818,3157818,2.1456,2.0136,89,117157,7143574187
3157835,3157835,2.4508,2.231,65,181778,4372969211
3158747,3158747,2.4466,2.1259,58,493987,1378382790
3159805,3159805,2.1525,2.4028,63,396995,8375359147
3160056,3160056,2.2815,2.1983,77,81079,8635054095
3160213,3160213,2.1409,2.1884,19,125839,2081026551
3160326,3160326,2.4813,2.2705,26,711161,5611157367
3160498,3160498,2.0681,2.4938,54,158576,2702245993
3160820,3160820,2.0897,2.3803,65,167573,4634909749
3161533,3161533,2.0745,2.4466,13,364660,8561077637
3161625,3161625,2.0329,2.0356,20,381708,5831595982
3162137,3162137,2.2442,2.2386,5,631334,6767250608
3162893,3162893,2.0166,2.0405,81,175164,5014521982
3162945,3162945,2.2793,2.4799,67,58665,3661555534
3163557,3163557,2.2566,2.4846,79,711123,3661555534
3163619,3163619,2.4672,2.2978,155,617702,9416485781
3164772,3164772,2.3232,2.2433,3,108459,8329829655
3164976,3164976,2.0725,2.0538,53,592129,5831595982
3165316,3165316,2.1275,2.2341,72,409945,3826621337
3165461,3165461,2.2846,2.3045,1,200531,2326073244
3165550,3165550,2.2467,2.4321,186,492934,7547963563
3165954,3165954,2.4433,2.1618,73,590383,4101606425
3166202,3166202,2.2153,2.4891,76,562536,2879029322
3166544,3166544,2.3834,2.0131,16,114037,8660608034
3166667,3166667,2.3915,2.0119,80,68021,1299025140
3167593,3167593,2.4948,2.2192,149,60380,6415973399
3167623,3167623,2.4753,2.0752,61,627094,9118212765
3168066,3168066,2.0495,2.4386,49,590169,6914819828
3168971,3168971,2.134,2.3307,60,755528,8914246980
3169079,3169079,2.1352,2.3916,62,518063,3869813743
3169920,3169920,2.1904,2.3865,10,174547,7532171208
3170489,3170489,2.3199,2.1188,28,750181,5610599037
3170601,3170601,2.1135,2.0734,9,113577,8303917841
3171181,3171181,2.4736,2.2587,16,131277,5611157367
3171430,3171430,2.093,2.4511,60,453013,4827214712
3171720,3171720,2.0832,2.2369,65,82218,5551718891
3171749,3171749,2.13,2.2253,9,433404,3826621337
3172109,3172109,2.2713,2.2677,16,401505,1754990946
3172598,3172598,2.3147,2.1997,61,10115,7877745055
3173024,3173024,2.3841,2.2487,14,131930,6999024158
3173160,3173160,2.3497,2.3711,45,527074,4775602801
3173266,3173266,2.3528,2.2261,57,163720,6415973399
3173308,3173308,2.4637,2.2998,9,303831,9137541955
3173472,3173472,2.3744,2.4295,10,671042,7563828622
3173636,3173636,2.3404,2.2762,62,701961,4556103271
3173833,3173833,2.1627,2.225,29,736011,3053428979
3174219,3174219,2.3824,2.0092,42,715867,4748128613
3174570,3174570,2.0775,2.1479,285,544270,9769809090
3175293,3175293,2.3069,2.3059,711,438339,4261838374
3175361,3175361,2.4016,2.2287,65,456991,1891783132
3176501,3176501,2.0351,2.4415,17,62675,3900275744
3177614,3177614,2.2078,2.1846,55,546000,9786352208
3178262,3178262,2.0331,2.3197,59,262620,6602875609
3179296,3179296,2.4742,2.0524,118,644043,3110411977
3179369,3179369,2.0842,2.0019,74,678987,7856253825
3179682,3179682,2.234,2.3457,93,553270,2437620236
3180264,3180264,2.279,2.2181,67,268864,8169595806
3180742,3180742,2.4476,2.3363,60,363925,4980449560
3181079,3181079,2.4704,2.0363,16,7277,1133648307
3181134,3181134,2.3931,2.0097,17,96738,8660608034
3181193,3181193,2.3306,2.2021,338,440681,2636621520
3181827,3181827,2.4654,2.2734,13,168346,5611157367
3181885,3181885,2.0418,2.4172,68,722830,6914819828
3182866,3182866,2.0341,2.222,61,32452,3910391071
3183049,3183049,2.0013,2.005,4,108230,7148964551
3183116,3183116,2.3161,2.1793,70,216130,9983648790
3183475,3183475,2.0826,2.0575,62,656904,1247398579
3183716,3183716,2.0242,2.0521,110,90253,5014521982
3185768,3185768,2.0289,2.3607,54,92229,2870156931
3186492,3186492,2.3784,2.1047,12,462753,6644748171
3186576,3186576,2.3835,2.4785,49,388146,2879029322
3186788,3186788,2.0963,2.1099,74,506224,1040557418
3186905,3186905,2.0368,2.4216,69,207627,7058877770
3187208,3187208,2.4601,2.37,61,233852,7028680548
3187294,3187294,2.2465,2.0637,36,366419,8968965707
3187641,3187641,2.3437,2.4646,14,585064,5971252160
3187911,3187911,2.4307,2.4936,163,531296,4257279159
3188000,3188000,2.4874,2.2717,54,521523,5185202191
3188183,3188183,2.4576,2.3611,35,769653,4746481953
3188379,3188379,2.4326,2.3808,279,254392,5967678921
3189348,3189348,2.2867,2.1706,5,748871,9983648790
3189419,3189419,2.2496,2.4815,219,351962,2745931062
3189577,3189577,2.3098,2.1939,62,99080,7877745055
3189831,3189831,2.1752,2.3338,2,163638,8914246980
3190223,3190223,2.0003,2.0595,65,344953,5014521982
3190635,3190635,2.4551,2.3,60,335743,7327800834
